"price","salepoint_name","salepoint_address","lon","lat","id","name_org","source_code","white_brand_id"
"52.25","Пятерочка","Новороссийская, 61","61.4756286862","55.109261579",45,"Пятерочка",158,25
"52.15","Пятерочка","Тухачевского, 11","61.4350099455","55.1453550269",45,"Пятерочка",158,25
"52.9","Магнит","Копейское шоссе, 41","61.4521650354706","55.1412063439731",46,"Магнит",158,25
"42.2","Магнит","Победы проспект, 382б","61.3002856498999","55.1867742796",46,"Магнит",165,26
"37.3","Дикси","Косарева, 22","61.371235718","55.1860477929",48,"Дикси",167,26
"37.3","Дикси","Победы проспект, 204","61.3791284809","55.1843226816",48,"Дикси",167,26
"36.65","Пятерочка","Харлова, 1 / Гагарина (Ленинский), 2","61.4445154832999","55.1459388821",45,"Пятерочка",167,26
"37.3","Дикси","Энергетиков (Ленинский), 65","61.4503620473999","55.1385137994",48,"Дикси",167,26
"37.3","Дикси","Масленникова, 9а","61.4645780309152","55.1174826735162",48,"Дикси",167,26
"37.3","Дикси","Ереванская, 14","61.4609326534001","55.115157871",48,"Дикси",167,26
"39.95","Пятерочка","Новороссийская, 84","61.4577598104","55.1138862475",45,"Пятерочка",167,26
"38.9","Новороссийский","Новороссийская 14","61.4901599","55.1033927",130,"Новороссийский",167,26
"37.3","Дикси","Новороссийская, 49","61.480013558","55.1073561185",48,"Дикси",167,26
"18.45","Пятерочка","Островского, 41","61.3759225","55.1874539",45,"Пятерочка",169,28
"18.45","Пятерочка","Победы проспект, 192","61.3853429942001","55.1843716096",45,"Пятерочка",169,28
"18.45","Пятерочка","Свердловский проспект, 11 / Островского, 12","61.3869761088","55.1885294691",45,"Пятерочка",169,28
"18.45","Пятерочка","Победы проспект, 158","61.4059576517","55.1849530764",45,"Пятерочка",169,28
"18.45","Пятерочка","Тепличная, 3","61.3694834","55.1864637",45,"Пятерочка",169,28
55,"Девятка","Новороссийская 53","61.4785403","55.1081475",129,"Девятка",177,9
"6.9","Магнит","Нахимова, 7 / Батумская, 2","61.4681938425","55.1227498188",46,"Магнит",193,12
"7.75","Пятерочка","Копейское шоссе, 7","61.5051920185999","55.1215422911",45,"Пятерочка",193,12
"7.95","Пятерочка","Масленникова, 8","61.4633496767","55.1185369744",45,"Пятерочка",193,12
"7.75","Пятерочка","Суркова, 11","61.4641330025","55.1154543246",45,"Пятерочка",193,12
"7.95","Пятерочка","Новороссийская, 84","61.4577598104","55.1138862475",45,"Пятерочка",193,12
"7.75","Пятерочка","Новороссийская, 61","61.4756286862","55.109261579",45,"Пятерочка",193,12
"6.9","Магнит","Копейское шоссе, 41","61.4521650354706","55.1412063439731",46,"Магнит",193,12
"29.9","Магнит","Нахимова, 7 / Батумская, 2","61.4681938425","55.1227498188",46,"Магнит",197,15
"19.9","Молния","Машиностроителей, 12а","61.472344","55.123548",47,"Молния",197,15
"41.9","Дикси","Косарева, 22","61.371235718","55.1860477929",48,"Дикси",203,19
"41.9","Дикси","Победы проспект, 204","61.3791284809","55.1843226816",48,"Дикси",203,19
"45.3","Набережный","Университетский набережная, 38","61.3400532000001","55.1747953",110,"Набережный",203,19
"40.7","Губернский","Свердловский пр-т, 23а","61.387327","55.185502",79,"Губернский",203,19
"38.95","Пятерочка","Гагарина (Ленинский), 13","61.4422211408","55.1401893698",45,"Пятерочка",203,19
"43.95","Пятерочка","Гагарина (Ленинский), 25","61.4392529994","55.1353818386",45,"Пятерочка",203,19
"38.35","Пятерочка","Харлова, 1 / Гагарина (Ленинский), 2","61.4445154832999","55.1459388821",45,"Пятерочка",203,19
"38.95","Пятерочка","Кронштадская, 30","61.4671325","55.1241399",45,"Пятерочка",203,19
"38.7","Магнит","Нахимова, 7 / Батумская, 2","61.4681938425","55.1227498188",46,"Магнит",203,19
"43.95","Пятерочка","Масленникова, 8","61.4633496767","55.1185369744",45,"Пятерочка",203,19
"38.95","Дикси","Ереванская, 14","61.4609326534001","55.115157871",48,"Дикси",203,19
"38.95","Пятерочка","Новороссийская, 84","61.4577598104","55.1138862475",45,"Пятерочка",203,19
"38.95","Пятерочка","Гагарина (Ленинский), 58","61.4344572392","55.1192969518",45,"Пятерочка",203,19
"48.4","Девятка","Новороссийская 53","61.4785403","55.1081475",129,"Девятка",203,19
"47.9","Новороссийский","Новороссийская 14","61.4901599","55.1033927",130,"Новороссийский",203,19
"38.95","Пятерочка","Новороссийская, 61","61.4756286862","55.109261579",45,"Пятерочка",203,19
"38.95","Пятерочка","Тухачевского, 11","61.4350099455","55.1453550269",45,"Пятерочка",203,19
"131.4","Губернский","Свердловский пр-т, 23а","61.387327","55.185502",79,"Губернский",218,22
"25.99","Молния","Машиностроителей, 12а","61.472344","55.123548",47,"Молния",242,6
"39.9","Дикси","Косарева, 22","61.371235718","55.1860477929",48,"Дикси",243,9
"39.9","Дикси","Победы проспект, 204","61.3791284809","55.1843226816",48,"Дикси",243,9
"39.9","Дикси","Энергетиков (Ленинский), 65","61.4503620473999","55.1385137994",48,"Дикси",243,9
"39.9","Дикси","Масленникова, 9а","61.4645780309152","55.1174826735162",48,"Дикси",243,9
"39.9","Дикси","Ереванская, 14","61.4609326534001","55.115157871",48,"Дикси",243,9
"18.9","Дикси","Энергетиков (Ленинский), 65","61.4503620473999","55.1385137994",48,"Дикси",258,14
"18.9","Дикси","Масленникова, 9а","61.4645780309152","55.1174826735162",48,"Дикси",258,14
"18.9","Дикси","Новороссийская, 49","61.480013558","55.1073561185",48,"Дикси",258,14
"47.9","Дикси","Энергетиков (Ленинский), 65","61.4503620473999","55.1385137994",48,"Дикси",270,22
"47.9","Дикси","Масленникова, 9а","61.4645780309152","55.1174826735162",48,"Дикси",270,22
"47.9","Дикси","Ереванская, 14","61.4609326534001","55.115157871",48,"Дикси",270,22
"47.9","Дикси","Новороссийская, 49","61.480013558","55.1073561185",48,"Дикси",270,22
"53.9","Дикси","Энергетиков (Ленинский), 65","61.4503620473999","55.1385137994",48,"Дикси",275,25
